,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4: Distribution Wires Down 2015-2019,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL WIRE-DOWN SUSTAINED OUTAGE DETAILS (2015-2019),,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRIBUTION CIRCUIT OUTAGES ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Including 2.5b ME Days, Transformer-Only, and Secondary & Service Conductor Wire-Down Outages; Excluding Fire Mitigation Outages))",,,,,,,,,,,,,,,,,,,,,,,,,,
Division,District Name,Feeder Name,Feeder #,Device,Oper #,Out Date,FNL,In Date,"In
Time",OIS #,Duration,Outage Level,Basic Cause,Supplemental Cause,CESO,C Min,"Open Point
Latitude","Open Point
Longitude",Fault Location,Weather,Failed Equipment,"Failed Equipment
Condition",Event #,"Const
Type",Sus/Mom,Tier
DE ANZA      ,DE ANZA         ,LOYOLA-0401                 ,082160401,JUMPER       ,LINE CUT                                          ,20180301,0409,20180301,1419,34012,610,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,180,"57,285",37.37769,-122.10374,4444 HAWTHORNE AVE                                                                                  ,"Overcast,Heavy Rain;32-90 F                                     ","Conductor, Overhead         ","Broken, wire on ground      ",18-0018320,OH,Sus,Non 2/3  
SAN JOSE     ,SAN JOSE        ,MORGAN HILL-2110            ,083242110,OCB          ,2110/2                                            ,20190812,1717,20190813,0327,504662,610,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,"3,044","67,266",37.12669,-121.65962,CGC# 316823820243 TWD WEST.                                                                         ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",19-0087072,OH,Sus,Non 2/3  
MISSION      ,MISSION         ,FREMONT-1107                ,014351107,OTHER        ,WIRE DOWN COR CAROL & TRENOUTH                    ,20151102,1510,20151103,0210,1333797,609,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,"1,838","275,526",37.52788,-121.95998,"CARSCADDEN/4172:COR CAROL AVE & TRENOUTH, FREMONT                                                   ","Overcast,Drizzle;32-90 F                                        ","Crossarm, Wood              ","Broken, wire on ground      ",15-0075040,OH,Sus,Non 2/3  
PENINSULA    ,SKYLINE         ,EAST GRAND-1101             ,022571101,FUSE         ,2309,20190327,0941,20190327,1950,s1426660,609,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,303,"117,297",0.00000,0.00000,WEAVER/ 213 (1676): POLE                                                                            ,Clear;32-90 F                                                   ,"Conductor, Overhead         ",On Ground                   ,19-0037439,OH,Sus,Non 2/3  
KERN         ,KERN            ,MAGUNDEN-2108               ,252772108,TRANSFORMER  ,517064066509,20170315,1700,20170316,0333,1728021,608,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,28,"16,514",35.32356,-118.98470,1713 FILSON ST                                                                                      ,Clear;32-90 F                                                   ,Secondary                   ,"Broken, wire on ground      ",17-0031066,OH,Sus,Non 2/3  
SACRAMENTO   ,SOLANO          ,PEABODY-2105                ,063642105,TRIP-SAVER   ,6313,20171221,1730,20171222,0338,1949836,608,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,35,"20,580",38.33784,-121.86930,MTR# 1006490660                                                                                     ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",17-0102979,OH,Sus,Non 2/3  
FRESNO       ,FRESNO          ,STROUD-1104                 ,253661104,FUSE         ,1142F                                             ,20181031,0607,20181031,1615,205986,608,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,5,"1,633",36.53257,-120.09820,MTR#1007055403                                                                                      ,Clear;32-90 F                                                   ,Pole-Wood                   ,"Broken, wire on ground      ",18-0095790,OH,Sus,Non 2/3  
KERN         ,KERN            ,CUYAMA-2101                 ,253142101,RECLOSER     ,3536,20150423,1720,20150424,0327,1223861,607,Distribution Circuit      ,Equipment Failure/Involved  ,Other                                ,71,"23,849",34.91418,-119.59528,1/2 MILE E/OF 18664                                                                                 ,Strong winds;32 - 90 F                                          ,"Conductor, Overhead         ","Broken, wire on ground      ",15-0029081,OH,Sus,Non 2/3  
SACRAMENTO   ,COLUSA          ,RICE-1101                   ,062831101,JUMPER       ,WIRE DOWN 2 W/OF 14577                            ,20160925,1213,20160925,2220,1547297,607,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,37,"10,944",39.34013,-121.92290,2 W/OF 14577                                                                                        ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",16-0067326,OH,Sus,Non 2/3  
LOS PADRES   ,SAN LUIS OBISPO ,SAN LUIS OBISPO-1101        ,182631101,OCB          ,1101/2                                            ,20180128,0340,20180128,1347,15313,607,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,"2,807","734,902",35.26173,-120.63454,1 S/W/ OF MTR#1008716588                                                                            ,Clear;32-90 F                                                   ,Connector or Splice (OH)    ,"Broken, wire on ground      ",18-0009608,OH,Sus,Non 2/3  
SACRAMENTO   ,SOLANO          ,GRAND ISLAND SUB            ,000006246,OCB          ,2300/2                                            ,20191106,0808,20191106,2137,700564,607,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,"2,186","548,017",38.23151,-121.59076,SAP ID#  101585656  &  SAP ID# 101662118                                                            ,Clear;32-90 F                                                   ,Pole-Wood                   ,"Broken, wire on ground      ",19-0121706,OH,Sus,Non 2/3  
NORTH VALLEY ,TEHEMA          ,GERBER-1102                 ,103391102,RECLOSER     ,41572,20170330,0427,20170330,1433,1738842,606,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,251,"56,210",40.06725,-122.16995,"Reginato, Aaron/1820: 99W & RENO                                                                    ",Overcast;32-90 F                                                ,Pole-Wood                   ,"Broken, wire on ground      ",17-0034911,OH,Sus,Non 2/3  
SONOMA       ,SANTA ROSA      ,MIRABEL-1102                ,042091102,FUSE         ,1045,20180411,1759,20180412,0405,64934,606,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,67,"40,602",38.50081,-122.90543,1 SPAN LOADSIDE                                                                                     ,"Overcast,Rain;32-90 F                                           ","Conductor, Overhead         ","Broken, wire on ground      ",18-0031458,OH,Sus,Tier 3   
LOS PADRES   ,SANTA MARIA     ,SANTA MARIA-1109            ,182671109,JUMPER       ,WIRE DOWN 6/S 46277                               ,20180909,1607,20180910,0213,171083,606,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,18,"5,552",34.94570,-120.51036,1) WIRE DOWN 6 SPAN SOUTH OF46277  2)at meter # 1010112911  6 poles west of main line 450 ray road  ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",18-0077968,OH,Sus,Non 2/3  
CENTRAL COAST,COAST           ,ROB ROY-2105                ,083692105,RECLOSER     ,12584,20181129,0815,20181129,1821,228120,606,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,624,"266,804",36.97071,-121.87184,POULE / / 240-1023: 303 MAR MONTE                                                                   ,"Overcast,Rain;32-90 F                                           ",Jumper                      ,"Broken, wire on ground      ",18-0104828,OH,Sus,Non 2/3  
MISSION      ,MISSION         ,CASTRO VALLEY-1106          ,014091106,OTHER        ,WIRE DOWN 19036 CENTER                            ,20190529,1455,20190530,0101,392818,606,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,"1,088","377,170",37.70614,-122.06152,"19036 CENTER, 4991 SEAVIEW                                                                          ",Clear;32-90 F                                                   ,Connector or Splice (OH)    ,"Broken, wire on ground      ",19-0059148,OH,Sus,Non 2/3  
FRESNO       ,FRESNO          ,FIGARDEN-2102               ,254552102,OCB          ,2102/2                                            ,20190601,1928,20190602,0534,395421,606,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,"4,757","120,055",36.82138,-119.85931,"EPPERSON, CHAD/650-222-5910: rear 4737 n el capitan                                                 ",Partly Cloudy;32-90 F                                           ,"Conductor, Overhead         ","Broken, wire on ground      ",19-0061212,OH,Sus,Non 2/3  
SACRAMENTO   ,SOLANO          ,DIXON-1102                  ,062061102,FUSE         ,5059,20190712,0046,20190712,1052,445593,606,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,35,"20,289",38.43842,-121.83199,BETWEEN 1 & 2 POLES S/O CGC #220471828126                                                           ,Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",19-0076603,OH,Sus,Non 2/3  
DIABLO       ,DIABLO          ,LAKEWOOD-2224               ,013532224,TRANSFORMER  ,                                                  ,20150610,1610,20150611,0215,1248689,605,Transformer only          ,Equipment Failure/Involved  ,Overhead                             ,2,"1,210",37.89550,-122.04364,"Yaughn, Kip: 3140 walnut blvd                                                                       ",Drizzle;32 - 90 F                                               ,"Crossarm, Wood              ","Broken, wire on object      ",15-0040191,OH,Sus,Non 2/3  
SACRAMENTO   ,COLUSA          ,RICE-1103                   ,062831103,OCB          ,1103/2                                            ,20160420,1639,20160421,0244,1454549,605,Distribution Circuit      ,Equipment Failure/Involved  ,"Fire, pole                           ",228,"26,283",39.40237,-122.01414,3 POLES NORTH OF 3149                                                                               ,Clear;32-90 F                                                   ,Pole-Wood                   ,"Broken, wire on ground      ",16-0030087,OH,Sus,Non 2/3  
DIABLO       ,DIABLO          ,PLEASANT HILL-0401          ,013300401,TRANSFORMER  ,315446252752,20160719,1559,20160720,0204,1512685,605,Transformer only          ,Equipment Failure/Involved  ,Overhead                             ,9,"5,445",37.93815,-122.08007,"POWELL, BRYAN: same                                                                                 ",Clear;32-90 F                                                   ,"Conductor, Overhead         ","Broken, wire on ground      ",16-0051012,OH,Sus,Non 2/3  
FRESNO       ,FRESNO          ,CAMDEN-1104                 ,252301104,RECLOSER     ,6200,20161028,0245,20161028,1250,1571355,605,Distribution Circuit      ,Equipment Failure/Involved  ,Overhead                             ,225,"30,487",36.44351,-119.89592,"BENEGAR, AL/ 559-908-7191: HAYES S/O MT WHITNEY                                                     ","Overcast,Fog,Heavy Rain;32-90 F                                 ",Insulator                   ,"Broken, wire on ground      ",16-0076203,OH,Sus,Non 2/3  
